,y
142552,1608.4868795202833
172075,1604.138436468747
143899,1574.771607080476
145679,1774.6215258101631
161031,1622.445860382294
74144,1656.3077713399368
74855,1621.5734487046248
70866,1626.3853052048746
98768,1586.718715502518
173576,1712.1884933663353
89725,1658.791650511438
102837,1680.000194146725
134126,1621.9797405995262
46038,1642.6586868983832
146910,1666.0827789185098
177271,1618.391405612456
148239,1611.746411213216
89455,1659.836179226356
85950,1565.079419423735
130281,1807.1668176606531
170062,1739.3736056953005
51014,1645.0097040335222
33792,1614.6253019859932
142151,1659.1091195255246
78797,1641.8676526492736
139017,1589.4814472560226
153552,1651.077752742536
4795,1686.830373527231
187214,1636.0238256253956
162329,1745.3581586814091
95248,1654.6105638191814
99003,1641.0022628262388
34144,1669.2681587456657
4107,1660.8050725336664
169368,1649.0644058302375
129188,1671.498546766574
10189,1682.9944159344325
196261,1647.9041295442023
198871,1618.2197145664654
192901,1646.3407322682694
46659,1631.4231577092655
52035,1663.4760799724354
49836,1660.364419052053
51417,1690.4559864566388
21739,1638.929353559986
145528,1687.9022903068424
23372,1611.0763435140566
190014,1616.0740912596514
40590,1783.1834297542346
121341,1605.6592763576969
17242,1707.536722563456
156510,1651.6396667788367
90817,1687.262881083728
22237,1584.1882422296885
124450,1635.4906316009478
15339,1741.07767283031
29779,1649.842918572341
122077,1602.0477589031368
30313,1649.7723443833336
80919,1707.0977181704834
165140,1653.3630727416512
50548,1612.431381498463
124212,1656.4004250536889
123453,1654.2547125332976
60447,1747.6804558333288
34882,1579.9084392022417
157192,1629.774580063341
144493,1616.0453013449358
33644,1683.3620648766944
87606,1656.7629351385813
85829,1645.34307463527
72998,1762.5028873157594
56738,1592.1328067291945
64873,1612.9120734625092
165033,1639.7860807141003
10846,1601.3700426290509
113088,1706.447200488558
189489,1596.684200102757
120708,1608.0778270531457
171608,1630.391048767383
31182,1659.6058548795502
160078,1612.962186250082
9643,1781.0178215751405
187934,1621.6915307189513
199805,1637.2697955842166
165855,1693.1591604214436
31841,1644.28505635813
196774,1646.768712433081
65183,1682.9137737199014
132887,1730.993178144976
123610,1610.7644396107278
93200,1628.4249730662282
16188,1647.4094767172755
118982,1653.505084417936
129684,1608.077259583064
85317,1656.3312229392493
191942,1651.378587817329
136997,1653.150283162469
39182,1625.1864901531192
105516,1641.417250084825
6798,1676.9349763950422
146784,1653.53630319821
50163,1621.8983440472778
142106,1654.2748583955
44853,1676.070580242079
35091,1648.9685640967537
72466,1673.6659244506334
79876,1588.5864241045529
22250,1862.1317743819104
164206,1669.4967648474803
147775,1670.3683140354235
37521,1643.0482349899085
170826,1697.144153867505
95442,1706.435393991063
139226,1603.293642070593
16001,1709.1310817128226
21121,1623.200693124076
74229,1731.6245554978505
166482,1803.0371442114013
74783,1623.7512298765505
85689,1636.904697275707
98927,1651.442976823807
47559,1655.0999185759324
48428,1607.3579886377506
67979,1724.952057287858
187494,1720.447549119223
61271,1658.79631867765
92372,1574.9461427197075
150476,1661.9143489707335
15796,1592.8350015361193
91557,1923.4912982034837
10063,1620.1008687210142
4444,1715.069246579284
94493,1572.411468583531
128002,1650.920004435014
143794,1635.177297937475
106570,1617.4396530855056
60882,1744.0735650487468
188586,1724.1217151123017
8098,1624.5127156992744
134191,1657.503834792138
31195,1615.1579060086674
1971,1708.6973646887225
184049,1687.4542024945729
41805,1579.4587197253934
192941,1636.1583703427232
10898,1682.4606986418298
33439,1779.846959996636
139695,1757.9505050184318
154802,1689.9368373949685
167933,1636.146562953357
174204,1634.3462973153169
103050,1614.447585099821
117836,1689.5125930709578
175085,1604.9480640088468
197178,1719.7333744711568
18214,1687.1470553048523
134699,1875.3452494088
123676,1650.9063797440715
35513,1642.369557860245
176457,1674.077644610718
161868,1638.4402643240535
145713,1604.7770807405377
49926,1623.9626968104765
52269,1689.6854441604698
163189,1662.896831530578
122358,1654.5069839219543
84082,1647.175554624885
85062,1653.769440542513
174890,1619.004630980029
30366,1629.4132001102275
95752,1725.9308922719852
154335,1678.129178692689
98076,1670.3067575386383
140644,1579.7055966183982
89311,1623.0578337785369
130177,1677.4002544229763
81678,1574.233505283352
122052,1621.6174765827827
14943,1596.0453541525344
135977,1628.5754143001664
105781,1696.4292338553448
7389,1642.7347086794869
174662,1622.0999703131288
178347,1625.5877426406803
38777,1591.0694708226786
145798,1653.0273173674927
70246,1634.2463608514493
143470,1595.3559384493688
185662,1652.1360558134218
138787,1654.2808991347813
112195,1617.9428637980052
119872,1595.2915539105006
173388,1795.391664084083
65439,1664.153264214743
125406,1612.1287446484314
73201,1631.1256629363008
20491,1639.2427489594604
36303,1652.7167855866878
135926,1729.5810722975864
51412,1656.945267292827
172921,1657.2281314896577
22452,1609.9513512286435
12216,1647.47544794007
101564,1629.2896692454117
71817,1603.7288369715243
26814,1579.1405752302182
190531,1720.133243070323
106966,1565.1711644120958
94435,1607.657049172268
40541,1754.51746818783
157722,1648.0919749820407
164818,1685.874212747031
124142,1662.5140396273955
39189,1638.1256115194617
157565,1656.2631537539291
10627,1667.3006963552502
79215,1655.903047321667
41845,1700.8882768599146
192447,1650.8924001576406
60281,1713.710413860982
122482,1610.9122462342004
120374,1648.1651748182464
157186,1624.7237010479262
100867,1677.774605350711
166966,1641.3907909086358
137791,1626.90507802786
37587,1788.7247896322356
110297,1639.1261216532691
125510,1652.3880471533366
153868,1792.336060001179
143720,1640.8251265142635
197150,1633.349488717126
27508,1710.724607439469
148249,1625.2362588774984
162452,1656.384981445958
168358,1626.8433909774226
130537,1667.4813702238014
143774,1699.2650033847362
115103,1728.1922314821882
78976,1647.9066909062835
113054,1647.6380108357907
62417,1580.449748390262
60339,1738.958069036567
141234,1742.8461113584333
129552,1619.8765098453798
175782,1612.4701262104522
58723,1595.2338675536057
147128,1575.6442905083206
109507,1607.4736226047555
199320,1587.34715669607
17475,1594.006849199749
47025,1704.6660622149857
160191,1718.0153078887656
31791,1633.9867685805675
98367,1690.4138833126035
105196,1591.505854539013
182764,1650.5470964649878
69842,1612.276719947317
30237,1726.7669558433988
184181,1602.4191385212723
142103,1660.9951056030388
38200,1613.9582188621164
62866,1625.0736168954318
15265,1706.2805651366157
69931,1609.7868938617114
13996,1636.960166217709
48448,1627.913284212602
127796,1627.3948586129968
39397,1626.0717008556328
119228,1700.795591168221
188416,1646.9096579027482
32835,1674.1480828261083
106513,1603.395716380958
26478,1730.049388258087
149210,1621.871665656855
196064,1652.8251045520938
175825,1625.020247570337
41277,1646.160334108475
43406,1635.7317600963954
106454,1662.9858083834383
77439,1593.0493587808182
101325,1625.3435634250352
96599,1634.5073739298823
196771,1667.4313639456177
21641,1721.7421383408464
178073,1602.7442581045796
28622,1638.9470366095295
72247,1615.684716330898
101113,1657.2165264722453
5345,1594.8297050736717
104483,1629.0310491635762
148786,1660.9185999281085
91803,1628.6869148313556
137698,1647.6970144380637
115694,1590.9617322504464
160737,1629.0089009072385
98757,1661.3556342492525
78986,1628.4267671199957
18481,1769.1258283475922
129320,1640.1385513369223
14308,1611.876388320389
176936,1661.4808509928178
45226,1600.9842793519608
62922,1626.882220816574
47657,1623.5556073317064
159171,1608.405451230316
72112,1638.92996495618
46765,1603.392159537038
107529,1729.7597367751189
47928,1668.1200878699842
13991,1639.8706186721683
148967,1661.7311268138076
144499,1590.750331089947
97787,1599.7168580445168
36726,1615.28334793183
36413,1641.7761422596643
34874,1610.5703749658985
160634,1654.490148607758
72496,1609.881398293514
38716,1674.0071460493905
176979,1826.869036625577
9258,1606.2944642130967
50280,1606.0799031712702
30958,1634.6403213882377
11438,1589.084368907207
18776,1606.4493469922177
113741,1645.683093356423
6452,1629.7714923037083
101481,1599.3062234959723
119567,1662.5421333218349
51821,1630.8810690062464
146280,1630.8213588720844
93366,1744.903881752895
102481,1644.664318367138
138951,1632.237887436259
50839,1671.1988961906943
112860,1647.4862950368988
173772,1659.5164602259158
12464,1637.319704677552
46914,1631.615704398453
185516,1642.1568685708703
107933,1612.0708521671957
45211,1642.5026341972232
168192,1622.5020571330738
36918,1612.1390909652753
133864,1609.9092846589806
123776,1619.6738335030004
24395,1632.316050477293
48495,1618.699342302886
12428,1662.6991146001512
67200,1616.7676342802995
169117,1588.1573671910878
143817,1637.6709198925655
43565,1621.9007521348335
161000,1660.1823084289358
74533,1619.7889391500307
106520,1676.76329703744
118821,1739.3065637920297
55448,1595.123737514747
55768,1589.0666196530444
29823,1636.5703311813777
64666,1739.2742155814187
46319,1643.254013863735
114467,1640.870269366611
101415,1782.6753150576808
137210,1638.2858279905597
194475,1580.6390328093323
145178,1685.038713536198
161008,1583.6030677392669
14746,1647.6508140165206
165691,1715.3031504193268
167682,1699.3317981111156
144652,1630.486697130876
63063,1612.8188670996876
191947,1641.2608377840284
170950,1706.4872585202322
150962,1641.5236048033892
180804,1605.1068738975416
98117,1642.807603465027
76400,1594.910572702583
33222,1726.8284969888402
106585,1604.926727496145
190187,1687.9397851760418
72096,1623.9170987593836
96114,1646.2068356230784
187959,1629.2290933910826
107701,1636.0946730252765
41101,1654.808213054868
69394,1608.3169335470395
158254,1660.554786773068
35964,1629.755081084033
10060,1621.1985305571498
11586,1669.6419836386992
22382,1623.666607416532
170566,1646.3341882872426
127541,1639.310245114589
105796,1621.4899112214673
195412,1597.655212711528
136260,1754.5226477046283
153502,1674.208530612166
27420,1626.7750130819977
123741,1785.0829371277348
2399,1630.143207333121
8308,1616.7652496537191
4866,1761.258017177808
190475,1609.6293143301648
44315,1617.6767721379106
156866,1591.602284888908
186817,1613.126125409976
182300,1589.264006217919
7669,1582.10740960154
174880,1666.000347481735
50145,1627.8856532261057
58544,1658.634863763141
128575,1638.3532169861369
26544,1647.2411980140678
131112,1636.2307056019388
188087,1615.7689601317209
139900,1644.949698739168
152864,1630.1692501811349
132327,1648.6533925247204
118590,1624.3620238566666
82388,1619.4463729544098
13510,1733.354029818337
66113,1658.4261921540997
182691,1628.1009920190656
1806,1630.1943752475472
72118,1763.4740739611436
152,1627.321381271007
161210,1617.4770533466797
11168,1666.303580060485
56090,1618.0823209397029
91054,1683.3094621868263
175701,1692.5406052352978
81146,1649.7112028568972
106827,1682.8854034822764
185232,1647.1565226802709
131976,1636.0573224735688
145781,1624.382377304938
5254,1605.178791891735
66106,1659.6769124587652
75477,1656.2523071893654
115797,1636.5216166856237
197641,1658.7646160830895
116410,1622.6530978722758
98398,1631.4708981426377
116551,1679.8971311054283
3564,1686.8440697454264
33041,1645.987598722812
108244,1616.4442203966094
148997,1634.2787032631693
17078,1635.6298298767251
160334,1657.8403282433617
164772,1699.946123291838
108492,1617.7761087983852
199014,1580.8279761666756
20217,1619.8562586202524
57856,1650.9205677504265
127698,1641.3358835551671
64443,1626.6141224564751
3894,1651.7161388603924
71224,1633.5336818171454
62268,1640.8232004546749
106182,1642.1722393088216
93241,1610.2886125848663
182154,1624.1317873526232
155526,1649.6627169994129
144202,1618.0670967672238
50450,1625.7392777041007
47263,1603.8697203203192
162044,1608.089307640594
179361,1643.5307716273317
192355,1640.4786123652734
137659,1630.9656926126618
190518,1724.0422448325248
49305,1601.30229861177
117351,1725.9236233714516
99895,1626.680267686392
194739,1639.8110673523963
193300,1632.353897549298
186044,1635.4650308963878
8700,1617.3929329417244
58903,1603.6400368625389
62050,1639.2433196421318
193569,1633.2239101692408
63192,1678.9014449964063
49477,1732.8961767520932
53287,1625.3285977672344
30544,1675.5161897049668
3406,1733.3142149481628
169176,1610.0406769517472
13069,1634.2688504492687
43601,1756.9778986773508
144531,1650.4031965492538
127536,1619.2082056098495
184202,1616.75010754171
171458,1594.1387251908402
118395,1634.437381308309
134189,1624.070609224768
72067,1584.6376100302143
188132,1817.3584726205
112360,1698.0562496432942
92725,1649.2092544816678
65936,1656.278133096783
117959,1663.6563003976848
8303,1657.1077215182163
78400,1603.9413988083932
196939,1670.0790064357782
48528,1619.4116465083782
64486,1633.495558250762
51279,1614.1206170807036
100424,1768.4132806311345
104982,1795.4399843553429
51580,1644.840240108595
97645,1584.9921817719005
22227,1720.114219837254
116499,1630.5074708563934
48043,1659.4754606997014
112837,1703.6491395531746
75472,1647.8483760021306
104919,1678.0620341084896
31184,1594.1531951203312
79049,1703.7873028385911
71307,1619.1975862096187
39305,1611.2975631141403
86608,1702.1011908727924
64737,1651.8882623584047
118277,1636.7454900602493
174198,1621.3584859623152
178909,1657.948387547382
182375,1664.875843831788
181588,1642.060611776329
128706,1646.434383088616
155439,1603.643498957787
162216,1691.7362681059471
86484,1624.2995514800805
154424,1792.421335476325
17521,1630.338804422725
141804,1643.3738525483843
130001,1778.1415294210483
86557,1704.4448259401354
73417,1607.8453139796095
128055,1636.695565585038
91126,1634.33578205548
182783,1658.5742422952806
28404,1669.2519805136376
9078,1602.3670915215127
71890,1598.0806515740328
108369,1682.9461379124482
112901,1676.9341867206654
26482,1632.1201980372298
59789,1595.6474138199044
164568,1752.6773331579489
13934,1722.7095516199852
84288,1648.3264670944588
103113,1581.9318542226931
100807,1652.777135014183
192949,1608.7409779105317
55686,1688.5516936376102
70692,1637.005786164165
48639,1610.7159737144334
154213,1613.0331772309537
195836,1704.4054165347009
178213,1636.364818622124
22830,1593.1891691858073
149606,1679.7576555249525
25691,1626.311678877329
15711,1680.8284888733
191807,1745.3432952847015
125441,1639.9931021214236
149960,1709.936581100547
81425,1608.4597959732075
131095,1659.1335677509949
198706,1654.568754108462
7323,1650.503222707495
153821,1780.470876965053
51657,1690.4201327158796
74059,1625.433884441604
141786,1630.2148521850468
157402,1646.970478519103
8106,1640.384365101906
21047,1809.2543641968537
190906,1615.5016632413997
13782,1664.6105067160497
3067,1668.5437430724087
36663,1657.7969834608728
191643,1617.8364105051032
1641,1612.0643086100094
116729,1653.0562081042244
152067,1611.6547619284745
157031,1637.9057118446992
12068,1635.002147134991
178657,1616.7167205417725
163343,1646.3445521409517
56833,1652.3834578374488
53535,1806.3681805166364
67626,1605.309391571381
106008,1627.120636661036
3706,1598.6540834379489
72281,1719.973665617253
142817,1603.531368149454
34125,1658.3719927157288
38495,1674.2916526444196
168798,1654.853621267512
140039,1627.1786733809154
39258,1592.104441891394
117492,1622.5595223908465
19510,1615.3256634358872
149460,1592.9288870689968
38150,1633.3412186003725
164278,1681.8908241536976
108640,1594.0051766194592
194693,1689.1479781005105
177052,1672.6956124258045
161018,1628.353809709178
148939,1641.7504255270935
136173,1678.1582142493164
95428,1761.568506505941
107523,1639.9470029285103
133104,1639.566339366762
129846,1625.8884361416574
124444,1624.822299221208
22815,1700.5825852362802
133531,1598.3154570913505
48730,1634.0731260148218
30959,1620.920758368653
45856,1653.0917524473691
112373,1638.9414063414786
197543,1662.9957196505618
104017,1588.3044846946225
143908,1661.0509846627112
76238,1622.2554617531086
26655,1643.830319612657
83002,1636.8474144057082
3084,1641.7164028814072
173285,1672.7559322002594
147974,1661.53619800928
59860,1713.3853301890863
2104,1837.4016805100148
117489,1607.3299383534884
17318,1662.6352239963617
35320,1672.7811982241506
146873,1695.0688864582628
44831,1626.8025639546518
162028,1643.603367333808
122942,1640.3010205474243
93948,1611.6634142268588
13116,1694.722850806388
125116,1679.0804431965275
63248,1630.6608428246373
45715,1635.871768475767
33926,1661.9511438782945
84081,1649.4905551599195
53647,1677.819311075814
52459,1603.440314882342
187186,1622.3353516358302
193386,1618.8853771106003
119281,1649.901935378282
1429,1625.114296089499
14543,1626.7451543374502
14867,1633.9107319107477
106122,1700.3098774148257
143786,1630.280184366034
156498,1625.633247697584
90570,1715.546603845841
52994,1616.1120347256308
17707,1667.2023420200271
122202,1625.478237996718
141130,1684.2554502123223
56275,1664.3566607153437
72341,1599.675409434009
91409,1645.2089213283095
107664,1644.5864365478576
106659,1722.539977899245
56495,1606.7796580427291
32029,1649.4648173759076
176470,1655.8222399748056
106567,1643.0504050555787
130037,1769.7267479545242
123351,1697.3450674053374
177863,1659.7312568990712
126038,1608.298055906699
34698,1713.913831707552
41270,1680.828110096642
135940,1623.3918145198652
43900,1835.404323799605
139454,1618.5635634582134
114414,1660.650551800748
56964,1602.8415902088225
1633,1608.407552388401
59987,1630.4837489648764
87059,1630.1858211340498
160388,1965.488491409998
38730,1607.2645746789724
7542,1671.3346813373355
49635,1644.0280545227436
74432,1656.3761718235494
47872,1654.403180307218
129808,1730.813142902676
136556,1621.3155156141618
42930,1622.5777827555405
136946,1646.1704397863448
158220,1612.2081511549238
167872,1631.49714453702
942,1740.832260935765
4078,1654.7988612765744
108751,1621.5559710157927
141971,1624.7600988432027
197156,1640.1802406686172
134880,1579.806411811792
158697,1654.646703189506
119445,1622.745676597249
38323,1667.390090210725
48718,1692.6518161622546
111905,1601.9889830203704
156666,1657.6489101237908
50927,1648.3080198593857
57532,1650.548054886206
114250,1588.7113504156328
442,1616.482703103101
142593,1639.2165329223226
107430,1668.9738062878946
39391,1778.3061125196652
138024,1680.4213181672185
120320,1654.6292960186845
196671,1808.0203373946988
199680,1655.3825348273788
39813,1741.4562340843663
106863,1633.5423410946155
167493,1638.7261745103792
168125,1667.3570083469228
19788,1648.729594395593
53344,1770.532746740197
166568,1688.3818402512843
157338,1627.0381694953503
121130,1692.9870009678991
146055,1621.2556232198642
3488,1637.9017646442974
192359,1695.10616998063
96164,1628.30963039508
26043,1637.522921257622
106678,1660.8368132923083
59273,1622.2373424020864
157495,1612.4514803940751
71222,1756.0903226007208
145193,1583.672774762524
168256,1656.6571740982167
132627,1631.131481962854
56714,1634.5216826121912
143273,1632.5855587902586
184686,1619.1720189397342
173942,1643.3894736004372
109630,1625.267705997033
31880,1775.743538456082
53492,1661.0785495554455
63111,1631.0119497147384
36776,1634.369819201677
21374,1685.270075527348
198455,1640.1747702447626
179937,1637.9604042457668
84999,1649.092465890658
41465,1607.0673173561534
62088,1673.1894857319492
72186,1666.3073740475113
62661,1626.7175312054676
131532,1608.0799760908806
4270,1605.8538213673544
199916,1582.4770350965025
176887,1619.762719574594
68333,1628.2035065476086
4245,1674.1175862319851
1182,1612.5806131661964
87150,1651.1010701221055
23257,1729.8457344652627
159695,1671.4750519292577
1655,1646.2482506372528
175136,1624.9538333841674
106013,1748.9228572386376
15662,1644.6286714930357
13643,1613.4559974691192
108471,1653.303594071852
183809,1672.3013097734483
97470,1658.100296506347
6476,1656.1189807517724
78623,1628.937380211625
39089,1622.5705283906625
23102,1788.0347000455338
173308,1611.0945181698353
9624,1628.1472678743169
78223,1626.9112865128552
50992,1680.0246893673304
27649,1655.249898018254
114503,1617.214776658181
123770,1659.294472984905
20171,1671.6760592246794
43147,1600.96127844872
123528,1596.853571950724
2375,1627.40318048336
20834,1733.4871972884498
110056,1636.3273408680643
2474,1781.8428609930331
179313,1729.008893191718
33790,1643.7036259939468
80394,1660.2253368394606
154270,1636.557276358138
195415,1662.8739812178176
149356,1640.2139593238712
99608,1677.1256705663843
153625,1659.6375985248676
108454,1624.186150674161
124071,1612.9894044044718
170837,1658.435083586
81111,1607.246285140282
146108,1606.4731163639035
48759,1636.3278464267794
101895,1748.7338567148029
139625,1775.1811785826706
161284,1653.104864168385
86912,1652.832387206755
156966,1771.7400964377014
127864,1596.08778852172
49497,1657.9380452235175
87747,1636.4117392871278
44988,1661.456683596667
81617,1589.5897671546866
113961,1753.0349936311177
2045,1613.944191906413
132170,1642.975428229371
133636,1700.8593786689908
161168,1661.4244319482443
72556,1614.5088798001232
79902,1634.5344442006838
137684,1644.7518016045506
73145,1627.6569708540253
165390,1629.2819629714152
152649,1591.791285009953
183670,1655.4536334961572
197161,1603.7863599282375
176179,1663.6808773551334
58836,1590.7340958065795
87779,1623.868303040164
38130,1613.093294637357
143919,1629.8137571152809
179673,1624.9935406446357
50887,1696.4161715993826
175570,1719.2736348194792
54692,1723.5834825984907
80965,1717.1070852284074
60131,1699.216715119194
13000,1654.2751636647115
150482,1668.135980170494
171642,1683.0696837834523
142256,1660.3016958852918
61273,1718.7547207122643
28328,1642.6819919860322
43788,1651.591329575691
173560,1598.3095783573965
73138,1600.286661855646
191068,1611.814863994624
132085,1635.8115351667243
117562,1650.7238764368635
41137,1618.8452859210397
117446,1589.6492202621369
151232,1643.8121779364412
10950,1811.6301115607023
111721,1612.7162560624715
157052,1647.8300117152469
115106,1703.61864382768
49155,1700.1201857169
2730,1660.0317837568186
3998,1701.2708376682867
83796,1624.136530781044
106144,1663.3145968592073
78679,1700.161747057804
111643,1612.8464925862634
40974,1601.1962592604966
104173,1607.3646333672273
87792,1625.4457562382602
112960,1641.6108143661986
176695,1752.4701692705462
188456,1682.7739980187996
72738,1646.5019486012643
4565,1598.5658633103724
34756,1650.2708160439877
199356,1646.9171213839113
75322,1659.1924250756997
103878,1593.6789770625162
16667,1655.8270751057753
157065,1595.2531616394715
25094,1587.841745383164
147806,1661.2141703654315
146931,1689.851430491678
150397,1606.2080631919866
91026,1619.8899617759964
163685,1619.595556964349
191976,1610.6886680257542
50776,1652.0663954666024
183696,1709.849843810589
62886,1649.5111474599266
78072,1660.3595999107224
195931,1737.0987548278583
167703,1599.0703497253303
43338,1628.2649903557929
197709,1617.626724903634
48191,1639.5715516407597
100580,1627.9306824507878
72040,1651.929182158482
20710,1658.0786208204192
101785,1610.1085465304277
174317,1618.5042600314457
22166,1610.7007631788742
35612,1643.868675409068
18510,1618.5001377823517
66631,1611.1385961044398
68933,1673.5931231234754
85366,1687.4516762949772
134672,1664.39748715235
129376,1627.8758397725271
108613,1611.524339436001
121434,1774.5972699362237
117403,1659.1186243675088
69324,1637.4879500640848
3680,1719.53072209003
10196,1587.5105759722578
119254,1631.674413538855
182700,1671.8385950599288
6090,1653.7221147804762
62207,1655.300222583455
70678,1746.3318952825905
110272,1674.8817978658612
91705,1613.727223521933
59235,1617.3446625362988
183129,1677.9301603207534
69528,1660.2881617847142
193772,1864.6207762803756
15344,1658.8452713827548
66065,1639.9509891907223
142091,1720.5493367983374
74239,1609.96729729534
173069,1642.857479396425
158033,1600.7742988128816
96146,1658.2691817650336
189565,1617.969417466207
146078,1686.142057219529
66848,1764.794171169278
162344,1632.1059850665176
74148,1623.617828084942
165321,1612.303189653334
110742,1620.1139732179486
128477,1583.8179190279066
68141,1632.3657853554068
154119,1644.9156218409998
176770,1652.8705516738494
162795,1629.7191921031476
189740,1611.0015522344409
106526,1606.738357044814
24444,1658.9104489363554
48846,1653.6657479478138
78475,1608.3093601987412
167331,1633.563450466133
116823,1606.6788936648925
80627,1680.526575352645
163971,1655.3298905519237
136771,1609.5686888917674
53839,1643.8759704694935
84741,1614.2053865390665
89476,1697.8099098782852
138731,1647.884285717459
113807,1740.8578273821088
66827,1636.153584995957
148214,1662.7303749844011
16887,1597.898928025832
26102,1630.598755693118
178760,1603.7351083799797
196538,1620.7691677987132
24768,1662.3561270886532
137551,1721.9307372957126
120932,1652.7169880637302
72320,1678.974964228236
98066,1662.690402198767
169343,1634.9503868166173
68607,1753.321774775198
198280,1641.795029167075
50941,1724.5465539280594
62243,1605.7189071226396
141247,1634.0923443803983
199602,1663.6315173380954
168109,1660.162693658075
67535,1607.761269990312
37782,1653.0298674828637
19338,1653.1524157169172
10677,1618.1819424370212
141339,1698.7843804560755
109047,1626.440611998996
68771,1731.8346194912972
19147,1779.8505496328712
158125,1600.7043823106926
116888,1793.683713577975
134964,1732.5185417279083
168865,1647.4089473824697
8676,1676.0747287005674
156936,1665.2787623374286
19471,1599.199159590598
50200,1619.1511076772415
52153,1652.1966304280656
132079,1642.726728638495
107412,1632.5886528753354
66213,1586.1359343168208
9191,1627.8759110688386
133686,1603.6718927875313
111972,1743.625293601261
117757,1614.0099777742237
24166,1725.7611459028326
73228,1624.0134570546068
16087,1585.012209801803
33524,1670.6167618957734
123539,1696.2165184510377
175765,1666.2528042417673
129977,1765.4063384625706
59612,1592.8766391358656
47957,1683.2577516712072
90645,1677.1735979982868
165711,1636.2826685776604
164845,1644.733677226994
31981,1628.9643151347796
10926,1696.378851210048
33833,1833.9568724016056
3754,1678.502048487894
152388,1645.7993268107653
3780,1624.3495408315189
138535,1657.068013629863
199131,1645.634023657443
118121,1761.556281666005
78836,1714.4473636325624
90598,1767.7580574336007
99056,1675.495142212896
52042,1697.2937195381664
12059,1624.592435208473
188825,1581.4838297567212
180292,1611.703337858224
75004,1651.6535329830276
190956,1596.2907294697468
157643,1640.8303087141092
177947,1646.22428293173
198084,1631.5580555587962
178543,1641.7937748777688
187046,1623.539187689909
187542,1639.078485776694
114012,1665.1896723750656
171821,1665.9671133893758
46582,1613.8489111120357
142042,1663.8716312436884
16243,1665.5617265427377
128249,1634.4203877697864
104163,1659.0468731702267
115219,1632.3632009304074
48515,1621.8475810887132
6695,1602.872028206407
176950,1934.6300668216727
60184,1584.0198682591804
33802,1652.4566942709712
9397,1612.5282362720616
2360,1648.892492045231
6670,1663.0021229461877
122361,1640.7311849573678
8186,1594.6141444795996
144966,1719.9520619054713
41118,1631.2978490979676
29829,1585.2283674127916
124269,1648.4042360558008
82003,1742.179247087632
102700,1628.5073809987928
95170,1642.9825451138695
27023,1711.615644596668
58382,1699.737988372853
26581,1669.0310893866558
42931,1638.2522552881117
189952,1596.6298403190929
71041,1609.056220262336
105057,1655.061118836331
198551,1621.041699044649
131899,1696.9985353653503
87524,1633.8156771475308
139477,1640.5492163896308
49547,1716.0952350285745
39560,1603.0636539413902
81631,1684.6997849293186
37115,1631.7366727695735
58682,1634.0457764603912
160338,1633.4429879125098
127559,1729.128111406637
157684,1699.9988756681776
109352,1630.7305047646653
72252,1645.9875391226535
109779,1668.749545917673
139870,1635.5441950844522
123395,1608.700559302527
65725,1795.5580836298873
190833,1658.3127340996675
167541,1648.8513451826268
137271,1645.5613152612436
89824,1677.814079924162
70317,1667.686897290432
166297,1629.2310963576613
86516,1597.6848824235626
169892,1595.6242697409768
94007,1619.8884564360608
91046,1653.3494363384918
23998,1679.4056619897951
191801,1644.4244922976477
14121,1641.6799686492716
188015,1647.9690810223838
59896,1619.4454090360643
174191,1652.716952671472
133288,1675.016903740473
183812,1671.8657854836615
50964,1658.928060998028
82984,1666.7828593132303
125025,1661.1944638080106
100740,1622.3186041439517
92726,1602.3513627590514
117058,1622.5112198220618
175330,1595.4275805159944
183334,1648.229515801503
153777,1634.648153347544
180404,1614.4048628111375
162023,1755.7319692998776
169260,1660.8669808276052
190449,1649.0585783254076
196653,1628.101906643575
23153,1624.1561378905883
55582,1655.0316124918766
109843,1639.1971774146698
170602,1626.226754876912
43271,1653.4758484958695
46960,1690.6678194834217
158390,1659.5114653390824
32998,1644.312716238392
115259,1694.4397640858624
16949,1615.0976753443604
101676,1610.7291768544271
173240,1631.8376964041197
100048,1611.3797328895416
83898,1794.0532592296431
189628,1846.7822386368116
155219,1585.9453427998485
168524,1666.507702818873
58658,1662.5401250439234
68571,1595.9469473739457
42530,1636.5190032636665
76899,1601.6973049586777
42067,1655.7619986886032
23781,1694.418490767093
143144,1597.5243593943965
97870,1604.5808928580468
29578,1692.297179491738
194172,1632.0644285823157
120035,1657.2620652275336
194861,1657.3321528121855
28823,1613.197885034781
26755,1670.9560364734348
175370,1650.787454068464
38330,1658.8825575310227
17896,1633.1468808607642
153715,1647.7692606422625
49782,1610.3247558437808
59282,1764.6671906279514
125869,1611.9728270573275
39354,1632.3111851917597
192427,1618.0441687612797
116792,1665.0594008442995
80024,1659.5594291725745
167977,1637.2303052112277
32876,1639.1071152778204
58121,1615.7153599249723
131817,1634.034439179277
170594,1625.6770597009463
45895,1670.69951440571
151620,1628.3730385387896
181902,1780.778070818477
87571,1653.8978747911726
177845,1607.5164788832496
37478,1777.8485780325104
40904,1626.881265666722
77759,1745.856080460695
103825,1637.336864493058
122712,1634.43549118187
21925,1613.7556965706249
169363,1650.4669331503492
42472,1639.8986294603997
154686,1658.8556585139963
195311,1661.1443372535673
33839,1650.3039938749037
18325,1645.708685869123
49104,1740.0905344965258
