,yr,temp,hum,windspeed,days_since_2011,season_FALL,season_SPRING,season_SUMMER,season_WINTER,holiday_HOLIDAY,workingday_WORKING DAY,weathersit_GOOD,weathersit_MISTY,weathersit_RAIN/SNOW/STORM
445,2012,16.988349,82.125,6.0004061,445,0,1,0,0,0,1,0,1,0
457,2012,12.393911,50.4348,20.913313,457,0,1,0,0,0,1,1,0,0
463,2012,15.5,27.5833,15.583932,463,0,1,0,0,0,0,1,0,0
116,2011,21.14,83.5417,20.9174,116,0,1,0,0,0,1,0,1,0
244,2011,22.236651,72.7083,9.375243,244,0,0,1,0,0,1,0,1,0
377,2012,4.885849,50.75,25.333236,377,0,0,0,1,0,1,1,0,0
109,2011,19.965,61.4167,16.208975,109,0,1,0,0,0,1,1,0,0
519,2012,20.3175,49.3333,12.333829,519,0,1,0,0,0,0,1,0,0
35,2011,2.966651,92.9167,10.792293,35,0,0,0,1,0,0,0,1,0
629,2012,20.160849,66.875,10.333343,629,0,0,1,0,0,1,1,0,0
237,2011,24.9,76.125,5.6254875,237,0,0,1,0,0,1,1,0,0
503,2012,18.515849,52.3333,9.166739,503,0,1,0,0,0,1,1,0,0
232,2011,25.409151,77.0,16.666518,232,0,0,1,0,0,0,1,0,0
162,2011,24.5475,74.7917,10.958989,162,0,1,0,0,0,0,1,0,0
215,2011,25.37,75.75,13.20905,215,0,0,1,0,0,1,0,1,0
613,2012,26.623349,74.125,12.583136,613,0,0,1,0,0,1,1,0,0
131,2011,17.145,74.75,12.707689,131,0,1,0,0,0,1,1,0,0
265,2011,20.630849,97.25,5.2505689,265,1,0,0,0,0,1,0,1,0
283,2011,18.633349,80.875,9.583814,283,1,0,0,0,0,1,0,1,0
52,2011,0.564434,57.7778,13.110761,52,0,0,0,1,0,1,1,0,0
513,2012,25.4875,67.625,13.166907,513,0,1,0,0,1,0,1,0,0
213,2011,28.816651,49.125,13.79195,213,0,0,1,0,0,1,1,0,0
98,2011,8.0975,87.75,8.916561,98,0,1,0,0,0,0,0,1,0
323,2011,13.776651,68.4583,12.45865,323,1,0,0,0,0,0,0,1,0
160,2011,27.485,60.5,9.417118,160,0,1,0,0,0,1,1,0,0
426,2012,8.606651,65.7083,9.708568,426,0,0,0,1,0,1,0,1,0
598,2012,22.510849,67.375,4.8756436,598,0,0,1,0,0,1,1,0,0
538,2012,28.5425,57.375,12.250414,538,0,0,1,0,0,1,1,0,0
553,2012,32.498349,49.2083,10.958118,553,0,0,1,0,0,0,1,0,0
5,2011,1.604356,51.8261,6.0008684,5,0,0,0,1,0,1,1,0,0
654,2012,14.011651,55.8333,12.208807,654,1,0,0,0,0,1,1,0,0
365,2012,9.39,69.25,12.875189,365,0,0,0,1,0,0,1,0,0
646,2012,10.016651,70.9583,12.708493,646,1,0,0,0,1,0,0,1,0
378,2012,0.459999999999999,45.75,12.541261,378,0,0,0,1,0,0,1,0,0
60,2011,7.745,44.9583,20.624811,60,0,0,0,1,0,1,1,0,0
497,2012,18.515849,48.0417,8.249911,497,0,1,0,0,0,0,1,0,0
14,2011,2.966651,49.875,10.583521,14,0,0,0,1,0,0,0,1,0
569,2012,26.858349,69.4167,9.291761,569,0,0,1,0,0,1,1,0,0
143,2011,23.02,74.0833,13.875164,143,0,1,0,0,0,1,0,1,0
711,2012,5.9825,53.8333,10.916779,711,1,0,0,0,0,1,0,1,0
392,2012,6.844151,54.3333,14.125543,392,0,0,0,1,0,0,1,0,0
528,2012,22.706651,83.3333,14.374582,528,0,1,0,0,0,1,0,1,0
122,2011,20.983349,69.7083,22.958689,122,0,1,0,0,0,1,0,1,0
477,2012,10.643349,83.5417,23.084582,477,0,1,0,0,0,0,0,0,1
210,2011,29.795849,46.5833,11.291979,210,0,0,1,0,0,0,1,0,0
93,2011,18.946651,42.625,25.833257,93,0,1,0,0,0,1,1,0,0
159,2011,29.991651,56.8333,10.042161,159,0,1,0,0,0,1,0,1,0
42,2011,2.4575,54.4167,13.625589,42,0,0,0,1,0,0,1,0,0
693,2012,5.081651,40.4583,25.250357,693,1,0,0,0,0,0,1,0,0
253,2011,22.706651,71.375,7.708618,253,0,0,1,0,0,0,1,0,0
489,2012,21.4925,73.5417,10.916846,489,0,1,0,0,0,1,1,0,0
502,2012,19.886651,52.0,15.374825,502,0,1,0,0,0,1,1,0,0
182,2011,26.701651,44.4583,7.709154,182,0,0,1,0,0,0,1,0,0
403,2012,4.063349,72.2917,8.959307,403,0,0,0,1,0,1,0,1,0
16,2011,0.264151,53.75,12.999139,16,0,0,0,1,1,0,0,1,0
276,2011,14.755849,71.0,13.792218,276,1,0,0,0,0,1,1,0,0
585,2012,27.25,67.2917,7.4169,585,0,0,1,0,0,1,0,1,0
666,2012,14.4425,69.4583,26.666536,666,1,0,0,0,0,0,0,1,0
307,2011,10.956651,62.25,18.209193,307,1,0,0,0,0,1,0,1,0
462,2012,12.5625,25.4167,18.416357,462,0,1,0,0,0,0,1,0,0
573,2012,28.738349,59.4583,10.250464,573,0,0,1,0,0,1,1,0,0
676,2012,5.904151,54.75,20.375236,676,1,0,0,0,0,1,0,1,0
2,2011,1.229108,43.7273,16.636703,2,0,0,0,1,0,1,1,0,0
394,2012,4.650849,40.0833,14.458064,394,0,0,0,1,0,1,1,0,0
645,2012,11.544151,70.8333,9.457854,645,1,0,0,0,0,0,0,1,0
274,2011,8.763349,79.1667,14.874871,274,1,0,0,0,0,0,0,1,0
223,2011,25.291651,41.5,8.416607,223,0,0,1,0,0,1,1,0,0
703,2012,14.364151,73.375,11.666643,703,1,0,0,0,0,1,1,0,0
78,2011,7.6275,47.375,13.917307,78,0,0,0,1,0,0,1,0,0
600,2012,24.704151,63.5833,5.6679186,600,0,0,1,0,0,1,1,0,0
174,2011,26.035849,57.3333,14.875675,174,0,0,1,0,0,1,1,0,0
113,2011,19.338349,81.0833,12.875725,113,0,1,0,0,0,0,0,1,0
630,2012,22.55,64.6667,19.000061,630,0,0,1,0,0,0,1,0,0
534,2012,18.711651,77.7917,11.707982,534,0,1,0,0,0,1,0,1,0
264,2011,21.531651,90.2083,8.584375,264,0,0,1,0,0,1,0,1,0
118,2011,15.97,45.7083,16.084221,118,0,1,0,0,0,1,1,0,0
691,2012,7.98,58.0417,3.5423436,691,1,0,0,0,1,0,1,0,0
454,2012,9.39,58.0833,9.250489,454,0,1,0,0,0,1,0,1,0
576,2012,26.349151,66.875,10.292339,576,0,0,1,0,0,1,1,0,0
702,2012,13.2675,76.75,5.5422936,702,1,0,0,0,0,1,1,0,0
318,2011,16.91,68.875,13.375411,318,1,0,0,0,0,1,0,1,0
249,2011,20.160849,91.7083,6.5003936,249,0,0,1,0,0,1,0,0,1
648,2012,16.165849,63.0833,12.584007,648,1,0,0,0,0,1,1,0,0
495,2012,15.774151,55.2083,21.042221,495,0,1,0,0,0,1,1,0,0
532,2012,21.688349,50.4167,11.166689,532,0,1,0,0,0,0,1,0,0
685,2012,8.215,52.4583,11.458675,685,1,0,0,0,0,1,1,0,0
301,2011,3.945849,88.25,23.541857,301,1,0,0,0,0,0,0,0,1
300,2011,7.549151,58.5833,15.375093,300,1,0,0,0,0,1,0,1,0
204,2011,31.01,55.0833,11.334457,204,0,0,1,0,0,0,1,0,0
484,2012,13.541651,58.7083,7.832836,484,0,1,0,0,0,0,1,0,0
328,2011,9.625,64.375,6.6260186,328,1,0,0,0,0,1,1,0,0
270,2011,21.845,84.875,9.958143,270,1,0,0,0,0,1,0,1,0
412,2012,8.136651,63.4583,13.791682,412,0,0,0,1,0,1,1,0,0
230,2011,24.195,72.2917,9.333636,230,0,0,1,0,0,1,0,1,0
163,2011,21.845,49.4583,20.45845,163,0,1,0,0,0,1,1,0,0
472,2012,20.591651,39.0417,18.333143,472,0,1,0,0,0,1,1,0,0
324,2011,13.0325,91.0,9.249618,324,1,0,0,0,0,1,0,0,1
319,2011,13.463349,93.0,9.167543,319,1,0,0,0,0,1,0,0,1
717,2012,11.309151,66.625,14.834068,717,1,0,0,0,0,1,1,0,0
417,2012,10.604151,56.7917,15.709557,417,0,0,0,1,0,1,1,0,0
62,2011,4.298349,61.0417,13.624182,62,0,0,0,1,0,1,0,1,0
284,2011,17.536651,90.625,16.62605,284,1,0,0,0,0,1,0,0,1
233,2011,24.508349,47.0,18.54225,233,0,0,1,0,0,1,1,0,0
575,2012,25.918349,62.375,11.416532,575,0,0,1,0,0,0,1,0,0
231,2011,24.7825,67.4167,6.999289,231,0,0,1,0,0,0,1,0,0
725,2012,3.436651,82.3333,21.208582,725,0,0,0,1,0,1,0,0,1
198,2011,27.093349,65.125,14.458868,198,0,0,1,0,0,1,1,0,0
293,2011,12.0925,57.4167,14.833532,293,1,0,0,0,0,1,1,0,0
382,2012,6.256651,44.3333,27.833743,382,0,0,0,1,0,1,1,0,0
531,2012,22.040849,58.9583,11.833339,531,0,1,0,0,0,1,1,0,0
90,2011,6.1,68.625,17.333436,90,0,1,0,0,0,1,0,1,0
674,2012,7.000849,49.4167,15.833775,674,1,0,0,0,0,1,1,0,0
4,2011,2.666979,43.6957,12.5223,4,0,0,0,1,0,1,1,0,0
89,2011,4.611651,91.8333,14.582282,89,0,1,0,0,0,1,0,0,1
184,2011,26.153349,63.7917,5.4591064,184,0,0,1,0,1,0,0,1,0
261,2011,17.810849,69.0,10.166714,261,0,0,1,0,0,1,0,1,0
111,2011,7.823349,72.9583,14.707907,111,0,1,0,0,0,1,0,1,0
19,2011,4.298349,53.8333,13.125568,19,0,0,0,1,0,1,0,1,0
305,2011,9.7425,71.875,5.5001439,305,1,0,0,0,0,1,1,0,0
148,2011,23.3725,81.875,14.333846,148,0,1,0,0,0,0,1,0,0
650,2012,12.5625,53.9167,15.751164,650,1,0,0,0,0,1,1,0,0
697,2012,5.943349,50.625,14.125007,697,1,0,0,0,0,1,1,0,0
680,2012,11.779151,65.9167,8.5425,680,1,0,0,0,0,0,1,0,0
440,2012,12.484151,84.2083,7.583864,440,0,0,0,1,0,1,0,1,0
701,2012,8.3325,82.3333,8.333393,701,1,0,0,0,0,0,0,1,0
188,2011,25.330849,75.7917,15.083643,188,0,0,1,0,0,1,0,1,0
121,2011,17.810849,73.0,12.291418,121,0,1,0,0,0,1,0,1,0
311,2011,11.191651,72.1667,4.6255125,311,1,0,0,0,0,1,1,0,0
390,2012,8.058349,76.9583,4.9175186,390,0,0,0,1,0,1,0,1,0
619,2012,19.1425,52.0,6.1676314,619,0,0,1,0,0,1,1,0,0
73,2011,6.917377,65.5652,12.348703,73,0,0,0,1,0,1,0,1,0
604,2012,25.056651,73.0417,8.625111,604,0,0,1,0,0,1,1,0,0
410,2012,8.371651,53.125,12.1672,410,0,0,0,1,0,1,1,0,0
194,2011,23.999151,47.625,16.124689,194,0,0,1,0,0,1,1,0,0
476,2012,18.79,68.2917,19.000329,476,0,1,0,0,0,0,1,0,0
306,2011,11.191651,70.2083,9.166739,306,1,0,0,0,0,1,1,0,0
100,2011,19.995644,71.6956,21.739758,100,0,1,0,0,0,1,0,1,0
665,2012,16.91,72.0,15.791364,665,1,0,0,0,0,0,0,1,0
372,2012,7.8625,46.5,12.833314,372,0,0,0,1,0,0,1,0,0
278,2011,15.225849,62.0833,9.041918,278,1,0,0,0,0,1,1,0,0
32,2011,4.22,77.5417,17.708636,32,0,0,0,1,0,1,0,1,0
564,2012,29.286651,57.7083,9.208614,564,0,0,1,0,0,1,1,0,0
70,2011,7.470849,59.4583,14.791925,70,0,0,0,1,0,0,1,0,0
478,2012,7.118349,76.6667,20.334232,478,0,1,0,0,0,1,0,1,0
395,2012,10.33,41.6667,17.541739,395,0,0,0,1,0,1,1,0,0
384,2012,2.2225,45.0,13.58425,384,0,0,0,1,0,1,0,1,0
718,2012,7.6275,62.5417,12.334164,718,1,0,0,0,0,1,1,0,0
622,2012,21.766651,67.25,6.958821,622,0,0,1,0,0,1,1,0,0
657,2012,18.476651,81.5,9.041918,657,1,0,0,0,0,1,0,1,0
302,2011,7.000849,62.375,11.833339,302,1,0,0,0,0,0,1,0,0
56,2011,5.2775,53.7917,12.500257,56,0,0,0,1,0,0,1,0,0
38,2011,2.379151,53.7917,24.25065,38,0,0,0,1,0,1,1,0,0
545,2012,31.205849,48.875,11.082939,545,0,0,1,0,0,1,1,0,0
373,2012,2.535849,70.1667,6.6263,373,0,0,0,1,0,1,0,1,0
132,2011,16.0875,86.3333,12.041575,132,0,1,0,0,0,1,0,1,0
195,2011,23.176651,59.125,12.249811,195,0,0,1,0,0,1,1,0,0
362,2011,3.671651,57.4167,8.000604,362,0,0,0,1,0,1,1,0,0
667,2012,12.68,88.0,23.9994,667,1,0,0,0,0,1,0,0,1
590,2012,25.879151,54.5417,9.126204,590,0,0,1,0,0,1,1,0,0
8,2011,-1.498349,43.4167,24.25065,8,0,0,0,1,0,0,1,0,0
348,2011,11.8575,63.4167,17.958814,348,1,0,0,0,0,1,0,1,0
47,2011,12.484151,50.5,15.416968,47,0,0,0,1,0,1,1,0,0
475,2012,16.753349,69.4583,10.041357,475,0,1,0,0,0,1,1,0,0
379,2012,-0.166651,41.9167,16.834286,379,0,0,0,1,0,0,1,0,0
552,2012,30.931651,45.0833,9.791514,552,0,0,1,0,0,1,1,0,0
156,2011,23.881651,60.0,8.167032,156,0,1,0,0,0,1,1,0,0
252,2011,23.02,75.375,10.291736,252,0,0,1,0,0,0,1,0,0
208,2011,28.620849,58.3333,11.958093,208,0,0,1,0,0,1,1,0,0
661,2012,17.575849,64.1667,6.3345686,661,1,0,0,0,0,1,1,0,0
363,2011,6.648349,63.6667,9.000579,363,0,0,0,1,0,1,1,0,0
460,2012,12.445,37.4167,14.708443,460,0,1,0,0,0,1,1,0,0
647,2012,12.993349,76.1667,12.7501,647,1,0,0,0,0,1,0,1,0
123,2011,11.465849,73.7083,22.042732,123,0,1,0,0,0,1,0,1,0
296,2011,13.776651,77.2083,7.959064,296,1,0,0,0,0,1,1,0,0
694,2012,3.554151,46.8333,10.0835,694,1,0,0,0,0,0,1,0,0
3,2011,1.4,59.0435,10.739832,3,0,0,0,1,0,1,1,0,0
303,2011,7.98,70.3333,7.12545,303,1,0,0,0,0,1,1,0,0
170,2011,21.845,74.625,10.416825,170,0,1,0,0,0,1,0,1,0
297,2011,14.168349,62.2917,11.166086,297,1,0,0,0,0,1,1,0,0
570,2012,27.289151,65.5,14.167418,570,0,0,1,0,0,1,1,0,0
367,2012,-0.95,44.125,24.499957,367,0,0,0,1,0,1,1,0,0
424,2012,8.184356,80.4783,12.000839,424,0,0,0,1,0,1,0,1,0
79,2011,12.230445,73.7391,19.348461,79,0,1,0,0,0,1,0,1,0
684,2012,7.118349,62.0417,10.250129,684,1,0,0,0,0,1,0,1,0
721,2012,4.494151,44.125,27.292182,721,0,0,0,1,0,0,1,0,0
603,2012,22.706651,84.5833,15.333486,603,0,0,1,0,0,0,0,1,0
587,2012,25.644151,71.5833,16.000471,587,0,0,1,0,0,1,0,1,0
312,2011,10.8,75.8333,4.1671186,312,1,0,0,0,0,1,1,0,0
127,2011,16.831651,63.1667,5.0007125,127,0,1,0,0,0,0,1,0,0
147,2011,22.824151,72.9583,15.416164,147,0,1,0,0,0,0,1,0,0
635,2012,22.55,69.0833,9.000914,635,1,0,0,0,0,1,0,1,0
468,2012,12.7975,40.8333,10.416557,468,0,1,0,0,0,1,1,0,0
169,2011,24.860849,66.6667,6.834,169,0,1,0,0,0,0,0,1,0
86,2011,4.424356,30.2174,14.217668,86,0,1,0,0,0,1,1,0,0
141,2011,20.395849,74.9583,9.916536,141,0,1,0,0,0,0,1,0,0
325,2011,11.583349,96.25,7.959064,325,1,0,0,0,0,1,0,0,1
51,2011,6.256651,60.5,20.625682,51,0,0,0,1,1,0,0,1,0
726,2012,3.945849,65.2917,23.458911,726,0,0,0,1,0,1,0,1,0
588,2012,24.5475,73.2917,13.834093,588,0,0,1,0,0,0,0,1,0
272,2011,18.515849,64.75,13.833825,272,1,0,0,0,0,1,1,0,0
550,2012,29.090849,53.875,9.04165,550,0,0,1,0,1,0,1,0,0
80,2011,12.758349,62.4583,15.12525,80,0,1,0,0,0,1,1,0,0
175,2011,24.665,48.3333,14.041257,175,0,0,1,0,0,0,1,0,0
427,2012,11.465849,62.125,10.792293,427,0,0,0,1,0,0,0,1,0
522,2012,18.045849,61.125,5.167375,522,0,1,0,0,0,1,1,0,0
716,2012,10.486651,90.7083,6.5833061,716,1,0,0,0,0,1,0,1,0
29,2011,2.176534,72.2174,4.9568342,29,0,0,0,1,0,0,1,0,0
193,2011,27.093349,63.1667,9.790911,193,0,0,1,0,0,1,1,0,0
675,2012,5.199151,56.7083,11.625371,675,1,0,0,0,0,1,1,0,0
49,2011,10.760849,18.7917,34.000021,49,0,0,0,1,0,0,1,0,0
146,2011,24.038349,65.375,16.125493,146,0,1,0,0,0,1,1,0,0
292,2011,14.364151,63.625,28.292425,292,1,0,0,0,0,1,1,0,0
610,2012,24.743349,81.5,4.2927436,610,0,0,1,0,0,0,0,1,0
282,2011,18.829151,73.375,2.8343814,282,1,0,0,0,1,0,1,0,0
578,2012,25.7225,67.75,9.458993,578,0,0,1,0,0,1,1,0,0
295,2011,11.818349,74.125,6.6673375,295,1,0,0,0,0,0,1,0,0
401,2012,5.282623,62.2174,10.3046,401,0,0,0,1,0,1,1,0,0
438,2012,18.9075,50.7083,7.709154,438,0,0,0,1,0,1,1,0,0
483,2012,9.703349,48.9583,8.708325,483,0,1,0,0,0,0,0,1,0
128,2011,17.0275,58.875,11.792,128,0,1,0,0,0,1,1,0,0
658,2012,14.755849,57.2917,7.874979,658,1,0,0,0,0,0,1,0,0
653,2012,18.398349,70.75,19.834479,653,1,0,0,0,0,1,0,1,0
150,2011,28.425,63.6667,7.459043,150,0,1,0,0,0,1,1,0,0
695,2012,6.726651,53.5417,3.12555,695,1,0,0,0,0,1,1,0,0
487,2012,18.515849,79.7083,9.249886,487,0,1,0,0,0,1,1,0,0
68,2011,10.287277,0.0,17.545759,68,0,0,0,1,0,1,0,0,1
581,2012,29.286651,61.3333,17.249686,581,0,0,1,0,0,0,1,0,0
180,2011,24.743349,43.4167,12.415904,180,0,0,1,0,0,1,1,0,0
529,2012,22.824151,58.2083,22.999693,529,0,1,0,0,0,1,1,0,0
313,2011,9.86,81.3333,12.667489,313,1,0,0,0,0,1,0,1,0
26,2011,1.165,68.75,7.627079,26,0,0,0,1,0,1,1,0,0
345,2011,3.201651,67.0833,4.25115,345,1,0,0,0,0,1,1,0,0
241,2011,22.040849,54.8333,8.375536,241,0,0,1,0,0,1,1,0,0
422,2012,9.233349,49.0833,17.958211,422,0,0,0,1,0,1,1,0,0
95,2011,10.369151,47.0833,17.625221,95,0,1,0,0,0,1,1,0,0
294,2011,11.8575,62.9167,6.2086689,294,1,0,0,0,0,0,1,0,0
202,2011,31.871651,58.0417,8.9177,202,0,0,1,0,0,1,1,0,0
605,2012,26.231651,62.0,12.791975,605,0,0,1,0,0,1,1,0,0
